Boolean_comments_disabled;Boolean_ratings_disabled;Boolean_video_error_or_removed;Contain digits_channel_title;Contain digits_description;Contain digits_tags;Contain digits_title;Letters counter_channel_title;Letters counter_description;Letters counter_tags;Letters counter_title;Number of objects_thumbnail_link;Upload day_publish_time;With special characters_channel_title;With special characters_description;With special characters_tags;With special characters_title;Words counter_channel_title;Words counter_description;Words counter_tags;Words counter_title;
"0";"0";"0";"0";"0";"0";"0";"1";"45";"22";"4";"1";"4";"0";"0";"0";"0";"0";"9";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"60";"6";"3";"3";"5";"0";"0";"0";"0";"0";"8";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"157";"12";"5";"2";"4";"0";"0";"0";"0";"0";"34";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"83";"19";"4";"2";"4";"0";"0";"0";"0";"0";"23";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"83";"22";"3";"1";"3";"0";"0";"0";"0";"0";"13";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"48";"42";"2";"1";"6";"0";"0";"0";"0";"0";"11";"4";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"142";"5";"3";"1";"6";"0";"0";"0";"0";"0";"39";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"95";"27";"3";"2";"5";"0";"0";"0";"0";"0";"23";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"70";"41";"3";"1";"4";"0";"0";"0";"0";"0";"11";"8";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"78";"51";"5";"1";"2";"0";"0";"0";"0";"0";"19";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"187";"6";"4";"2";"5";"0";"0";"0";"0";"0";"60";"0";"1";
"0";"0";"0";"0";"0";"0";"1";"0";"177";"16";"3";"0";"3";"0";"0";"0";"0";"0";"52";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"169";"16";"7";"2";"2";"0";"0";"0";"0";"0";"50";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"28";"45";"4";"3";"5";"0";"0";"0";"0";"0";"5";"9";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"99";"44";"4";"2";"6";"0";"0";"0";"0";"0";"32";"8";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"96";"27";"2";"3";"6";"0";"0";"0";"0";"0";"25";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"240";"13";"2";"1";"4";"0";"0";"0";"0";"0";"62";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"48";"6";"5";"3";"1";"0";"0";"0";"0";"0";"11";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"102";"17";"4";"3";"7";"0";"0";"0";"0";"0";"25";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"47";"18";"6";"1";"1";"0";"0";"0";"0";"0";"8";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"271";"7";"6";"1";"1";"0";"0";"0";"0";"0";"78";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"74";"35";"5";"1";"5";"0";"0";"0";"0";"1";"17";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"100";"6";"2";"3";"5";"0";"0";"0";"0";"0";"17";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"23";"0";"5";"2";"4";"0";"0";"1";"0";"0";"7";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"6";"50";"6";"1";"4";"0";"0";"0";"0";"0";"0";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"92";"53";"2";"2";"2";"0";"0";"0";"0";"0";"32";"6";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"45";"21";"9";"3";"2";"0";"0";"0";"0";"0";"12";"3";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"170";"51";"3";"3";"3";"0";"0";"0";"0";"0";"37";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"142";"4";"2";"2";"1";"0";"0";"0";"0";"0";"23";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"2";"95";"49";"7";"1";"3";"0";"0";"0";"0";"0";"15";"8";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"43";"34";"3";"2";"1";"0";"0";"0";"0";"0";"12";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"24";"27";"3";"5";"5";"0";"1";"0";"0";"0";"3";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"43";"48";"4";"2";"4";"0";"0";"0";"0";"0";"3";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"71";"2";"4";"2";"4";"0";"0";"0";"0";"0";"17";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"11";"6";"2";"1";"1";"0";"0";"0";"0";"0";"3";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"37";"31";"6";"1";"7";"0";"0";"0";"0";"0";"6";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"156";"39";"2";"2";"6";"0";"0";"0";"0";"0";"55";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"43";"28";"3";"2";"5";"0";"0";"0";"0";"0";"12";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"216";"42";"2";"1";"5";"0";"0";"0";"0";"0";"60";"3";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"99";"47";"5";"2";"2";"0";"0";"0";"0";"0";"19";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"122";"46";"4";"1";"4";"0";"0";"0";"0";"0";"35";"9";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"60";"7";"3";"3";"3";"0";"0";"0";"0";"0";"13";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"93";"51";"8";"1";"2";"0";"0";"0";"0";"0";"23";"5";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"196";"30";"2";"1";"1";"0";"0";"0";"0";"0";"52";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"71";"45";"2";"1";"7";"0";"0";"0";"0";"0";"17";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"23";"55";"3";"1";"6";"0";"0";"0";"0";"0";"8";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"21";"47";"5";"1";"2";"0";"0";"0";"0";"0";"5";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"224";"7";"3";"3";"4";"0";"0";"0";"0";"0";"63";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"6";"27";"4";"1";"2";"0";"0";"0";"0";"0";"1";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"53";"50";"9";"2";"2";"0";"0";"0";"0";"0";"15";"8";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"14";"7";"3";"1";"3";"0";"0";"0";"0";"0";"5";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"49";"50";"3";"3";"3";"0";"0";"0";"0";"0";"8";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"169";"52";"3";"1";"3";"0";"0";"0";"0";"0";"47";"8";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"9";"51";"8";"0";"2";"0";"0";"0";"0";"0";"2";"5";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"34";"9";"2";"2";"1";"0";"0";"0";"0";"0";"6";"2";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"6";"14";"3";"1";"6";"0";"0";"0";"0";"0";"1";"1";"2";
"0";"0";"0";"1";"0";"0";"0";"1";"87";"38";"7";"2";"7";"0";"0";"0";"0";"0";"24";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"149";"0";"4";"2";"7";"0";"0";"1";"0";"0";"37";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"41";"9";"8";"1";"2";"0";"0";"0";"0";"1";"7";"2";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"131";"9";"6";"1";"3";"0";"0";"0";"0";"0";"28";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"33";"3";"4";"3";"7";"0";"0";"0";"0";"0";"9";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"87";"28";"2";"1";"5";"0";"0";"0";"0";"0";"24";"4";"0";
"1";"0";"0";"0";"0";"0";"0";"1";"103";"22";"6";"2";"2";"0";"0";"0";"0";"0";"23";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"139";"24";"4";"5";"3";"0";"0";"0";"0";"0";"26";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"19";"0";"4";"0";"7";"0";"0";"1";"0";"0";"5";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"18";"35";"4";"3";"6";"0";"0";"0";"0";"0";"1";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"73";"49";"2";"3";"4";"0";"0";"0";"0";"0";"17";"10";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"471";"21";"1";"2";"4";"0";"0";"0";"0";"0";"162";"4";"0";
"0";"0";"0";"0";"0";"0";"0";"2";"435";"50";"1";"2";"3";"0";"0";"0";"0";"0";"147";"9";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"69";"4";"4";"0";"3";"0";"0";"0";"0";"0";"16";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"77";"35";"4";"3";"6";"0";"0";"0";"0";"0";"22";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"154";"42";"6";"1";"4";"0";"0";"0";"0";"0";"37";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"96";"9";"2";"3";"2";"0";"0";"0";"0";"0";"29";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"341";"0";"5";"2";"1";"0";"0";"1";"0";"0";"85";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"69";"3";"4";"2";"1";"0";"0";"0";"0";"0";"23";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"17";"9";"8";"3";"7";"0";"0";"0";"0";"0";"6";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"109";"52";"9";"1";"6";"0";"0";"0";"0";"0";"31";"7";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"77";"49";"2";"2";"4";"0";"0";"0";"0";"0";"21";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"113";"51";"6";"1";"2";"0";"0";"0";"0";"0";"20";"9";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"34";"16";"5";"2";"2";"0";"0";"0";"0";"0";"9";"2";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"31";"45";"5";"2";"3";"0";"0";"0";"0";"0";"8";"10";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"31";"13";"3";"3";"3";"0";"0";"0";"0";"0";"8";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"121";"52";"3";"3";"7";"0";"0";"0";"0";"0";"35";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"63";"49";"5";"0";"5";"0";"0";"0";"0";"0";"18";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"170";"26";"2";"3";"5";"0";"0";"0";"0";"0";"40";"2";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"120";"39";"4";"3";"4";"0";"0";"0";"0";"0";"33";"2";"1";
"1";"0";"0";"0";"0";"0";"0";"0";"86";"48";"7";"2";"4";"0";"0";"0";"0";"0";"20";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"28";"9";"4";"1";"4";"0";"0";"0";"0";"0";"8";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"28";"44";"8";"1";"3";"0";"0";"0";"0";"1";"7";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"10";"31";"8";"1";"2";"0";"0";"0";"0";"0";"3";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"103";"53";"9";"2";"3";"0";"0";"0";"0";"0";"23";"3";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"53";"49";"9";"0";"3";"0";"0";"0";"0";"0";"15";"8";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"114";"18";"4";"1";"3";"0";"0";"0";"0";"0";"27";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"131";"38";"6";"1";"5";"0";"0";"0";"0";"0";"32";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"78";"48";"8";"1";"2";"0";"0";"0";"0";"0";"20";"7";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"250";"18";"4";"1";"4";"0";"0";"0";"0";"0";"75";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"69";"13";"6";"1";"3";"0";"0";"0";"0";"0";"23";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"80";"50";"5";"0";"3";"0";"1";"0";"0";"0";"11";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"85";"1";"6";"0";"7";"0";"0";"0";"0";"0";"13";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"14";"42";"6";"3";"4";"0";"0";"0";"0";"0";"5";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"3";"33";"9";"8";"1";"2";"0";"0";"0";"0";"1";"9";"2";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"51";"10";"5";"1";"2";"0";"0";"0";"0";"0";"12";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"91";"15";"4";"1";"3";"0";"0";"0";"0";"0";"23";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"136";"54";"4";"5";"1";"0";"0";"0";"0";"0";"33";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"2";"34";"7";"3";"1";"0";"0";"0";"0";"0";"0";"3";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"84";"49";"5";"2";"5";"0";"0";"0";"0";"0";"19";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"92";"5";"4";"1";"5";"0";"0";"0";"0";"0";"24";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"8";"25";"7";"1";"5";"0";"0";"0";"0";"0";"3";"2";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"147";"12";"4";"2";"4";"0";"0";"0";"0";"0";"34";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"14";"6";"6";"1";"5";"0";"0";"0";"0";"0";"5";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"16";"35";"4";"1";"2";"0";"0";"0";"0";"0";"4";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"3";"11";"5";"1";"3";"0";"0";"0";"0";"0";"1";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"38";"10";"2";"0";"7";"0";"0";"0";"0";"0";"10";"1";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"40";"15";"3";"1";"4";"0";"0";"0";"0";"0";"11";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"98";"19";"4";"0";"2";"0";"0";"0";"0";"0";"22";"2";"1";
"1";"0";"0";"0";"0";"0";"0";"0";"49";"51";"7";"1";"4";"0";"0";"0";"0";"0";"9";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"60";"16";"4";"0";"1";"0";"0";"0";"0";"0";"14";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"29";"52";"6";"1";"3";"0";"0";"0";"0";"0";"8";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"57";"12";"4";"3";"4";"0";"0";"0";"0";"0";"18";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"159";"6";"8";"1";"2";"0";"0";"0";"0";"0";"46";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"84";"32";"3";"2";"1";"0";"0";"0";"0";"0";"19";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"96";"35";"5";"4";"7";"0";"0";"0";"0";"0";"23";"3";"2";
"0";"0";"0";"0";"1";"0";"0";"1";"7";"32";"6";"2";"1";"0";"0";"0";"0";"0";"2";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"96";"3";"5";"2";"4";"0";"0";"0";"0";"0";"25";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"86";"6";"2";"3";"1";"0";"0";"0";"0";"0";"20";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"14";"8";"2";"2";"6";"0";"0";"0";"0";"0";"2";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"6";"23";"5";"1";"4";"0";"0";"0";"0";"0";"2";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"44";"40";"4";"3";"5";"0";"0";"0";"1";"0";"11";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"183";"47";"8";"3";"2";"0";"0";"0";"0";"0";"61";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"114";"19";"4";"2";"2";"0";"1";"0";"0";"0";"29";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"98";"48";"6";"2";"2";"0";"0";"0";"0";"0";"17";"6";"2";
"0";"0";"0";"0";"0";"0";"1";"1";"75";"4";"7";"2";"3";"0";"0";"0";"0";"0";"15";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"98";"54";"5";"1";"3";"0";"0";"0";"0";"0";"23";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"56";"48";"3";"2";"5";"0";"0";"0";"0";"0";"10";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"55";"38";"9";"4";"5";"0";"0";"0";"0";"0";"15";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"61";"0";"2";"4";"4";"0";"0";"1";"0";"0";"14";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"183";"15";"3";"4";"4";"0";"0";"0";"0";"0";"61";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"78";"10";"4";"2";"2";"0";"0";"0";"0";"0";"22";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"157";"41";"2";"1";"2";"0";"0";"0";"0";"0";"29";"5";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"86";"41";"2";"1";"2";"0";"0";"0";"0";"0";"19";"4";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"136";"45";"4";"1";"5";"0";"0";"0";"0";"0";"43";"8";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"138";"30";"8";"2";"1";"0";"0";"0";"0";"0";"31";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"31";"46";"8";"2";"4";"0";"0";"0";"0";"0";"4";"5";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"46";"32";"3";"2";"5";"0";"0";"0";"0";"0";"16";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"78";"12";"4";"1";"4";"0";"0";"0";"0";"0";"20";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"188";"27";"3";"0";"4";"0";"0";"0";"0";"0";"29";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"148";"10";"4";"2";"2";"0";"0";"0";"0";"0";"45";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"173";"12";"6";"3";"2";"0";"0";"0";"0";"0";"34";"2";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"69";"19";"3";"3";"7";"0";"0";"0";"0";"0";"18";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"99";"39";"5";"1";"7";"0";"0";"0";"0";"0";"19";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"206";"11";"3";"4";"4";"0";"0";"0";"0";"0";"73";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"41";"17";"6";"2";"4";"0";"0";"0";"0";"0";"7";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"14";"10";"5";"2";"5";"0";"0";"0";"0";"0";"2";"2";"2";
"0";"0";"0";"0";"0";"0";"1";"1";"24";"22";"7";"3";"3";"0";"0";"0";"0";"0";"6";"2";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"72";"32";"9";"1";"5";"0";"0";"0";"0";"0";"16";"6";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"30";"7";"6";"2";"6";"0";"0";"0";"0";"0";"8";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"127";"42";"3";"1";"5";"0";"1";"0";"1";"0";"27";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"205";"42";"7";"4";"5";"0";"0";"0";"0";"1";"57";"3";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"206";"41";"6";"0";"5";"0";"0";"0";"0";"0";"73";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"2";"46";"3";"1";"3";"5";"0";"0";"0";"0";"0";"16";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"57";"46";"3";"2";"2";"0";"0";"0";"0";"0";"10";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"117";"46";"5";"1";"4";"0";"0";"0";"0";"0";"22";"10";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"310";"28";"4";"0";"2";"0";"0";"0";"0";"0";"33";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"54";"38";"9";"1";"5";"0";"0";"0";"0";"0";"12";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"117";"20";"5";"1";"6";"0";"0";"0";"0";"0";"22";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"147";"8";"5";"2";"3";"0";"0";"0";"0";"0";"45";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"106";"23";"8";"1";"1";"0";"0";"0";"0";"0";"24";"2";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"172";"56";"4";"3";"6";"0";"0";"0";"0";"0";"42";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"38";"26";"4";"1";"5";"0";"0";"0";"0";"0";"13";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"20";"49";"5";"2";"4";"0";"0";"0";"0";"0";"5";"10";"1";
"0";"0";"0";"0";"0";"0";"1";"1";"218";"22";"7";"2";"3";"0";"0";"0";"0";"0";"81";"2";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"173";"26";"4";"2";"3";"0";"0";"0";"0";"0";"34";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"51";"45";"5";"5";"3";"0";"0";"0";"0";"0";"16";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"114";"28";"2";"4";"1";"0";"1";"0";"0";"0";"29";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"54";"51";"5";"3";"1";"0";"0";"0";"0";"0";"11";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"173";"45";"5";"3";"3";"0";"0";"0";"0";"0";"44";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"127";"49";"6";"2";"3";"0";"0";"0";"0";"0";"44";"8";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"8";"41";"7";"1";"2";"0";"0";"0";"0";"0";"2";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"150";"28";"2";"1";"3";"0";"1";"0";"0";"0";"45";"4";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"61";"19";"10";"1";"3";"0";"0";"0";"0";"0";"14";"2";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"18";"17";"3";"1";"6";"0";"0";"0";"0";"0";"6";"2";"1";
"0";"0";"0";"1";"0";"0";"1";"0";"59";"5";"4";"1";"5";"0";"0";"0";"0";"0";"13";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"92";"41";"6";"1";"5";"0";"0";"0";"0";"0";"23";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"76";"0";"1";"2";"4";"0";"0";"1";"0";"0";"14";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"99";"41";"2";"2";"2";"0";"0";"0";"0";"0";"26";"5";"0";
"1";"0";"0";"0";"0";"0";"0";"1";"22";"0";"9";"0";"5";"0";"0";"1";"0";"0";"7";"0";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"138";"36";"3";"1";"2";"0";"0";"0";"0";"0";"31";"1";"1";
"0";"0";"0";"0";"1";"0";"0";"2";"7";"39";"6";"3";"4";"0";"0";"0";"0";"1";"2";"4";"2";
"0";"0";"0";"0";"0";"1";"0";"1";"47";"26";"7";"1";"2";"0";"0";"0";"0";"0";"14";"2";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"62";"24";"3";"1";"1";"0";"0";"0";"0";"0";"10";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"9";"32";"6";"2";"4";"0";"1";"0";"0";"1";"0";"2";"2";
"0";"0";"0";"0";"0";"1";"1";"1";"58";"21";"3";"1";"2";"0";"0";"0";"0";"0";"8";"5";"1";
"0";"0";"0";"0";"0";"0";"1";"1";"228";"12";"6";"2";"7";"0";"0";"0";"0";"0";"54";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"116";"35";"6";"2";"6";"0";"0";"0";"0";"0";"20";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"299";"52";"6";"3";"4";"0";"0";"0";"1";"0";"99";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"2";"90";"50";"4";"1";"5";"0";"0";"1";"0";"0";"17";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"144";"50";"10";"1";"5";"0";"0";"0";"0";"0";"34";"8";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"83";"6";"3";"3";"6";"0";"0";"0";"0";"0";"19";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"28";"17";"6";"2";"4";"0";"0";"0";"0";"0";"4";"1";"2";
"0";"0";"0";"0";"0";"0";"1";"1";"103";"4";"7";"0";"3";"0";"0";"0";"0";"0";"25";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"120";"47";"7";"2";"3";"0";"0";"0";"0";"0";"38";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"2";"9";"51";"2";"1";"7";"0";"1";"0";"0";"0";"0";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"63";"20";"2";"1";"6";"1";"0";"0";"1";"0";"11";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"30";"30";"2";"2";"4";"0";"0";"0";"0";"0";"5";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"132";"23";"3";"0";"3";"0";"0";"0";"0";"0";"33";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"171";"37";"4";"1";"1";"0";"1";"0";"0";"0";"37";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"130";"53";"9";"3";"6";"0";"0";"0";"0";"0";"25";"7";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"42";"21";"3";"3";"5";"0";"0";"0";"0";"0";"10";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"113";"44";"9";"1";"5";"0";"0";"0";"0";"1";"17";"4";"2";
"0";"0";"0";"0";"0";"1";"0";"0";"56";"45";"5";"3";"1";"0";"0";"0";"1";"0";"16";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"37";"9";"4";"1";"1";"0";"0";"0";"0";"0";"12";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"63";"47";"2";"1";"1";"0";"0";"0";"0";"0";"11";"2";"0";
"0";"0";"0";"0";"0";"1";"1";"1";"51";"17";"4";"3";"6";"0";"0";"0";"0";"0";"15";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"43";"20";"2";"1";"6";"1";"0";"0";"1";"0";"6";"0";"0";
"0";"0";"0";"0";"0";"0";"1";"1";"186";"12";"3";"0";"5";"0";"0";"0";"0";"0";"54";"2";"1";
